label_id,rxnorm_product_id
637,997229
2395,834127
1150,1734207
3429,314266
1908,153822
2920,991233
3430,2639743
2666,213468
1408,309952
1409,580261
1914,200224
1674,404408
2169,208104
2929,260218
1413,314000
903,207107
2676,1790344
3704,979092
427,1014673
430,314055
432,578457
1172,1720760
3172,391937
657,1149663
2177,858806
2414,2591495
1933,834127
917,213468
1936,204508
663,861066
2686,313570
3447,2626366
664,1362706
2939,351914
1183,792577
925,2268044
170,212542
1952,403884
3972,860901
1432,1592748
3729,212405
1704,855642
174,861066
1705,310273
1436,1362706
2698,197506
3204,403884
2199,197863
3983,153665
1191,833217
1443,314034
2951,855642
2434,311725
3736,834127
453,616238
190,402010
3214,212405
2439,311486
2709,979468
2960,200329
2962,577057
2444,153822
1720,858747
461,2280737
949,904458
4004,311372
200,311625
2217,349253
202,2641607
1979,2395502
2718,855642
3752,313115
3226,2602365
2970,831269
1980,1734399
3480,744846
3484,1790546
209,307718
2457,200346
2458,993466
3488,349373
714,1307431
2727,1659134
964,2280737
3766,311486
1731,546624
1218,198430
487,402131
3499,855642
218,197854
718,313852
223,199245
2994,197854
2995,858607
2998,578457
2999,199123
225,200224
3506,477367
227,1665497
977,855172
4039,261290
980,1010739
1493,1999673
3006,283077
2247,197506
2748,858806
2007,402243
2008,403884
3009,485486
238,1734399
1506,402131
3510,687211
1240,314285
1758,1000124
2253,859426
736,313570
2014,197892
3341,859426
2851,198240
2329,1807631
3342,1720760
2337,2610428
580,1726997
2856,212542
2589,861066
1084,283077
583,1665497
3100,852813
2342,2057205
1601,577208
2107,578325
3883,855172
3621,607026
3885,835603
1091,1665497
2864,904447
1356,876524
1360,856724
2351,311486
367,1242404
1103,238920
1109,905093
2874,706461
856,904458
857,834127
1117,153822
3906,1736776
3128,1719803
3652,212405
382,1307431
2885,309952
2887,858747
384,1547575
1630,311753
1632,2477272
388,485440
3136,1014673
1129,200820
2132,317573
3657,238084
3389,349556
1637,854878
1638,197724
3662,351261
3664,809014
2639,1490067
2899,1726335
3666,1719000
2641,858806
2642,197319
1889,197730
2767,993466
2018,403920
1768,197319
3522,402010
2022,483017
254,996634
1002,141859
1260,597852
1777,542527
1526,854878
750,1988671
751,617314
3533,313165
2278,197863
2043,1923431
2520,105467
3034,311625
271,834235
2046,199123
2284,314231
536,313852
764,1014673
3830,858806
1284,905273
27,282755
3040,979468
31,578457
769,834235
2289,212405
1545,753543
2804,833217
2051,858806
3041,598006
3551,861210
34,403920
1549,992460
543,855642
41,1721619
3046,2591428
2819,997229
2059,213468
3844,859426
3560,477367
3562,2565823
3846,979485
3564,905093
2064,833151
47,199192
1557,858806
3052,1665093
2070,1812168
3574,204508
2826,208660
2072,1304979
1307,1665060
3308,905093
2829,727625
2308,314266
3579,861066
3067,1872261
2309,722122
2077,903873
561,1812168
312,141859
2080,861066
64,861448
68,617314
2082,310273
814,314055
1576,197854
3076,105467
3590,750239
77,349556
3592,852813
3593,212542
1064,729234
2844,1812168
576,313306
3873,834127
340,1591949
86,199703
2383,207331
3407,309844
878,848582
3923,238920
3412,197730
628,861570
2651,1304979
3152,402131
3930,351261
1659,349556
1393,212542
3419,2280737
3157,197412
2918,2480108
1902,212405
1148,402010
418,1807631
891,310273
1400,141859
1154,153665
1155,483017
422,200346
3701,199245
2925,859426
2670,313570
1920,855673
1415,686924
2930,1743941
904,1738483
2171,1010739
3703,904447
910,198105
3440,200224
2174,212448
1173,200224
1929,199245
3960,212448
659,197319
435,1860480
2182,2103175
1937,404588
2683,314234
163,141859
3722,402243
1180,311753
1696,199123
667,854878
3195,750239
3728,402091
3732,197319
2696,282755
176,1720606
3979,207331
928,313570
1960,141859
2950,1656346
1964,834127
3987,1014673
3990,212542
3739,1807894
2958,1149663
1716,1659292
1452,105467
1454,539809
1974,483017
3219,313996
1198,1547660
698,979468
700,310248
2216,212542
2967,831269
2451,997229
702,1658647
2220,403884
203,1663224
3474,198250
3475,199245
704,402131
2971,996634
3756,809014
466,153822
2221,861448
2222,861570
708,311353
3230,197319
959,861210
1727,203088
713,238920
1983,809481
966,1812168
1479,997229
3233,314266
1734,724891
2240,153124
1738,803194
1223,314055
1741,577348
2472,197854
973,854878
3773,404465
493,1734399
3504,314266
4040,996634
1490,966607
981,855642
496,996634
1233,141859
987,197365
3250,861643
235,1801279
1508,105583
3787,1864326
1509,834127
4060,1665497
507,349373
508,1368960
2013,403884
1071,153822
341,282755
3092,197803
90,833151
582,483017
2340,1490067
828,1665497
2104,792577
2859,979468
96,314182
97,1149663
2599,1719000
3624,577348
2346,637188
3356,542527
360,312744
844,314266
845,1743941
1359,856724
1110,213377
3120,857461
2123,876524
376,834127
603,580261
3132,1796672
3134,1307431
2634,311372
867,705875
2135,351989
3912,1307431
1132,1149663
1881,141859
2142,349556
616,351761
1381,1807894
3402,542527
131,876524
399,352297
877,855642
1652,854878
1653,809014
994,861570
2497,1738483
1764,1663224
1765,1738483
2256,349373
1255,404408
1771,313306
1006,402131
1263,876524
2506,1598826
2030,141927
2779,351761
1525,1149663
515,892582
2270,834127
9,309371
1014,1790546
519,309090
2275,2594797
525,141859
2787,1664984
3535,753543
2042,834127
3538,199123
1789,1998774
3036,834127
1541,857886
1542,2671080
277,1665497
3287,1736776
2288,403884
542,1149663
35,706461
3291,348506
2535,1665497
777,213169
1295,402092
2292,1809905
2821,1668250
1553,141859
3561,854181
1040,153579
1041,607026
3848,1945044
2545,402010
3849,834127
2298,485246
788,314108
3298,311372
793,834235
295,996634
1562,996634
1563,310248
1305,1190664
3312,1808224
1826,313306
2835,904447
1571,403884
1829,866042
70,1099648
71,317573
1831,852813
1056,197724
2315,309076
2839,834127
1330,1720760
2574,314142
3078,309090
2323,314108
3868,848582
3870,1947301
1587,213169
2579,861570
3336,212405
2646,261314
2909,317573
3674,997229
3409,854830
2151,212405
1143,351761
406,199192
1896,834127
1899,402091
3935,197854
2913,861570
888,905093
3690,403884
3155,1657013
3938,349373
2396,854878
1664,1741263
2919,596928
1667,402131
3696,834127
3697,312744
1407,1010739
898,1668240
1160,1658647
1162,208660
1164,855172
1923,1726216
2172,212448
2173,1665497
1168,996634
2932,309594
151,213169
1170,724891
905,1743941
429,403884
913,200224
1685,309844
3962,141859
3711,1421456
2680,997229
3174,855172
3715,403920
1934,199192
1689,834127
3716,311725
2682,834127
3179,213272
3444,2047247
3181,577057
444,854878
3969,200224
3725,308867
924,835603
1185,792577
3190,701858
3727,200224
3975,1046920
3205,1741739
449,1726335
180,1872384
3985,833217
1969,857461
3993,1368960
1195,979468
1450,884225
3472,687048
941,310273
946,724891
2713,153124
201,477347
1202,313165
1205,1307309
1721,995218
1468,1667909
705,282755
2454,706461
1724,1149667
1470,897612
1725,200224
1728,313165
1214,1490026
2239,860901
2732,308867
4025,706461
1742,141859
969,1723160
1224,834127
721,404711
974,577057
1485,876524
1486,903873
2997,153665
978,2602365
2744,317573
3508,997229
3782,834127
1495,282755
3784,993466
4043,197892
2483,852813
1497,904447
983,309952
2006,204508
729,617314
3509,1743941
236,1731082
2487,904447
2488,607026
1503,199224
2752,197381
2252,578325
3255,751302
3257,977427
1511,1009341
2760,317094
3515,317094
2849,212405
3791,1190664
2332,485440
1076,200224
1591,153822
2855,197319
2099,404588
347,311892
1849,197381
2594,1734399
3351,2184147
1852,1665497
3881,1368960
3619,2274403
588,314285
2863,866049
2865,905093
3111,1665497
1354,904170
2602,834127
2604,854181
843,1730076
594,1009341
2607,404711
2609,311725
1612,309076
2120,311372
3894,359385
3121,402131
2882,1791501
3650,1659292
381,402131
3651,1736776
2129,2166928
607,966271
2632,863671
1123,200224
1124,803194
2890,200224
2131,317573
386,200820
2894,1149667
865,261315
1128,724891
389,2123111
1635,1858267
1377,402091
2136,312085
614,727316
2640,1362706
3399,997229
3400,1149663
3920,979485
1383,855642
3673,359385
3518,212448
1251,855172
249,905093
2768,617314
3018,861637
3265,317106
2029,212405
255,199422
1009,261315
3527,905273
3814,854878
3270,1665497
1012,834127
2272,1720760
2511,197319
2034,1012396
3532,584201
524,577057
755,207331
264,310346
1022,804547
1023,2626754
529,213468
3539,861210
3542,2639743
758,1797907
759,542527
2798,207772
1798,858607
1540,199123
3544,310295
768,314266
770,729234
1288,858806
773,863636
2532,1812168
3837,261317
282,1668240
544,309371
2814,1738483
2539,1738483
2541,729234
3559,314266
1300,1368960
2062,314285
1808,855642
2550,859426
45,153822
3051,314055
3854,2480108
790,1242404
3571,904447
1304,141859
3055,314285
3057,792577
3575,577348
552,213468
3304,1726335
1818,349373
2073,687048
2828,310189
303,2123111
3063,197381
556,197863
2076,835564
1310,857336
305,1736863
2833,313852
2832,542527
307,197942
313,617314
3319,706461
813,212542
567,207772
3075,213272
1838,834127
1059,213468
1580,834127
321,197863
3324,1545664
1331,282755
1582,207772
80,792577
575,312744
3088,402010
2580,855172
2581,310414
1656,855642
2911,1807894
884,199245
407,2541513
3153,240754
3688,1246319
3156,239179
2659,978006
2660,1665497
1147,542527
3422,432402
417,309844
3427,1368960
892,1149663
1402,1665497
1909,1662286
1157,282755
1161,1989109
1673,809481
3702,213169
2170,197854
3169,310189
1926,314108
428,583214
909,863038
1682,1797907
911,308351
656,997229
3713,897612
1175,861379
157,861066
438,1998774
3717,403818
2937,834127
160,858806
2185,2639957
1942,317573
2186,860901
3724,617314
445,855642
3185,2670566
923,1790546
2944,855642
172,861448
2192,212542
3458,200224
2194,1659595
3460,213729
3461,352317
930,809481
3986,727762
1965,1603845
2437,1367420
2206,2644523
935,833217
454,198371
2957,483017
2959,477347
1717,835603
193,1923338
2212,904458
2213,1368960
1464,404711
4011,311372
3751,312025
4013,105583
206,213292
4015,311486
2973,1867998
3483,403884
2225,351859
958,1860172
2227,314266
474,542527
1213,725108
3764,238920
3489,861448
3490,577208
1477,351261
2728,834127
965,483017
1732,314231
967,854236
3235,856369
1480,861592
3236,831269
3238,835603
3498,857461
1225,311625
222,311372
1226,665044
4032,1490067
1997,1012899
2245,861570
3002,1307431
2482,197803
3005,1300797
2747,2540699
1751,727316
4049,833217
500,861066
4055,1608815
3251,308865
1504,310248
3511,403818
3254,904447
241,485486
733,1726997
990,686924
242,311625
1756,2480108
2011,834127
88,859426
2850,1738589
2096,283077
1339,310273
3095,1009341
1082,1726997
3347,1242404
2105,351761
2106,979485
3620,858806
833,309844
98,1665497
357,200224
1607,212405
2867,477367
1855,312085
3629,855642
3358,477347
1096,242461
3112,212542
591,854181
3631,199192
3632,1726997
3633,1807631
365,858806
3115,199245
1107,1665497
1616,311725
1863,1148141
1864,308351
2873,208104
1618,1368960
3371,1659134
1620,308867
2356,997229
1113,1543069
1366,2047639
3901,312744
3376,905093
3645,1658647
2879,253113
2880,403884
859,1716200
860,1099648
378,1656650
2883,1736863
1628,141859
2627,1738483
3130,212448
1122,212405
2130,1791403
608,311725
1376,308351
1875,616283
3911,349253
612,1149663
613,1014673
1639,578457
2638,1149663
124,861066
126,792577
1645,1736776
1882,542527
2900,197506
1887,706461
3147,349251
3259,1743941
2015,310273
3517,207136
1,546624
245,854878
1250,314055
2766,198240
3799,903873
509,1149663
251,834127
1257,352317
1524,1191234
747,892582
2271,203088
516,617314
3530,1304979
3816,979485
11,200224
1529,198240
2516,848330
752,903873
2277,1246306
2276,477367
527,2123111
3031,212405
1277,197863
3824,1736776
2282,1923431
1791,617314
530,996634
2795,997229
2524,1099648
2285,904447
1283,197554
3286,855172
2528,2268044
3546,1114074
3548,359385
3549,314108
2803,207331
3550,200224
772,197409
1802,404711
3555,1665060
2812,596928
3044,213729
1551,835809
40,402092
1552,1233850
2815,834127
1299,866508
2543,311725
547,1605257
783,578457
1302,577208
1046,349253
792,1738483
2552,153665
3060,213468
3576,749813
796,314285
799,403884
1821,859426
1567,1304979
560,485440
2079,1797907
66,2265721
1572,1668240
3862,313306
2837,283077
1832,1799218
3321,1738483
3588,349373
1326,1658647
1058,312840
3325,310346
3326,1304979
3327,896856
818,312139
2576,310273
1063,855642
1335,1790546
2090,686924
2091,197409
337,359385
2327,577208
1069,607026
623,792577
2382,1804758
3679,854878
2390,359385
1386,727316
1657,310273
1387,483017
2391,359385
2912,803194
141,1743941
1662,314034
3942,863671
1398,854878
1665,834127
3160,1738483
1666,310273
1152,207125
3695,402243
893,617316
3165,153665
2403,199224
3435,359385
1414,861066
653,852813
1676,153822
3954,402010
2931,2273517
3171,2289424
2677,578457
3708,1734399
153,200224
1684,314055
3176,1665497
3175,197527
1938,199245
437,238084
162,855172
1694,485246
3182,905093
1947,1740900
2188,2398842
3191,687211
447,200224
1699,722122
1187,141859
3731,886662
1188,905093
3733,477367
3978,310273
2196,1790886
2197,834127
2699,200224
450,212448
3982,310346
3462,404711
2429,1093073
3208,200224
1709,979468
2702,2054979
1966,1246306
1444,153665
1193,997229
3464,834235
3217,578457
2208,834127
2441,349094
692,483017
2963,208680
3220,706461
2448,2123111
198,352317
1199,1659292
4009,485246
3225,199123
953,207107
204,312840
3753,198430
2972,967388
706,308192
3479,1234995
4018,997229
4017,208681
2459,200224
475,311486
478,403884
1474,213468
2462,2566314
2234,751302
1984,2180671
1730,1812168
211,2668398
2982,213292
3767,905273
3232,198430
1217,102787
716,705875
3492,314000
213,311725
2729,758032
1992,1006801
2470,197816
2735,854878
2736,1807631
2990,1014673
970,852813
4030,1807631
3500,213169
221,905093
3777,896856
3779,858607
4037,751302
2477,904447
1489,834127
1998,1190664
1488,199245
979,312085
1492,314000
2480,857677
501,403850
237,1665497
1500,1992545
240,153822
4059,314034
1243,402010
1757,200329
2010,1114202
3013,308192
1246,2602365
2583,314285
1844,208104
1078,483017
3877,542527
345,809481
1596,1988671
3098,866508
826,1923431
1599,213468
831,212448
2344,153822
834,979468
3884,1947301
835,1789958
3108,153822
836,722122
2112,750239
3360,314231
363,2480108
1098,1738589
366,905093
1858,197863
108,105467
3118,207772
3639,1738483
852,834127
1365,402131
2618,668606
1111,200224
3370,792577
1621,1242404
3124,1807894
2878,1149663
1867,1000124
1626,1797907
1627,834127
1868,317573
604,1149667
2884,1191310
2628,607026
3131,1665497
2128,199245
1374,824295
864,855642
3910,199224
3655,404711
1126,212405
3386,1720760
3138,706461
1131,213468
3139,861448
2896,352317
2373,997229
2374,724891
3392,857297
1880,282755
1380,311166
872,1723194
2903,485440
2143,197854
3404,311372
2643,314231
395,2273517
873,834127
1140,996824
1139,1010739
621,1797833
3406,1246306
1763,828757
510,212405
1766,404408
3019,197854
2026,310273
1003,897657
745,404408
3268,212405
749,351261
1013,141927
1271,1659595
2784,402131
1787,351989
2793,1009341
3540,211199
2521,212448
1024,997229
1793,1791371
2045,1368960
1280,1723160
1797,317106
2047,213169
2049,213169
1031,996634
771,200346
1801,749841
2809,207331
1293,242461
1296,2668071
2058,1012745
2061,153822
546,2121061
1809,859192
2067,208104
291,1860480
784,904458
3852,313996
48,308192
2301,749841
2302,402106
3053,1663224
2068,828525
1814,861570
794,855642
2304,311625
54,311725
555,831269
1566,1730076
1311,1547660
1312,314231
1822,313134
559,483017
3313,207772
3070,855642
2568,402010
3318,1361023
3585,544518
76,848582
318,966271
3863,309076
79,1732157
322,1812168
3865,483017
574,1738483
3084,203088
3598,1665497
2845,904447
84,197854
1336,997229
3337,903873
3091,856724
1070,212542
3148,855642
401,317573
3677,314231
3150,313090
3415,402092
1894,312736
405,2469340
632,351261
885,2668071
634,359385
635,617314
2917,402091
416,750239
2160,751302
2161,617314
895,2110618
1406,1868014
3700,1368960
647,349373
2405,485440
1912,317573
1919,2480108
1417,485440
3952,1947301
3956,197730
3706,314108
3707,997229
1683,2602365
1174,213292
3961,861066
3714,213169
2415,310273
159,349556
3718,402092
1179,2610416
441,1307431
3180,2058922
443,1304979
3967,205316
1181,855642
2938,724891
3450,483017
1950,1663224
2190,212542
1951,544518
2423,1659134
2692,2469340
1700,855172
175,1662286
448,351761
2948,751302
1190,200224
2428,597195
182,103456
1710,1490067
685,1010739
183,1738483
3740,208919
2953,200224
3212,313165
2438,993466
1451,2256947
1456,313306
1458,352317
1459,311486
2965,199245
3743,312744
1461,687211
1977,208437
2214,1242404
3221,997229
3223,858747
2717,749841
1207,310273
956,2642148
1208,1729578
2721,607026
3481,905273
2975,402091
3485,311197
710,483017
1210,197381
471,314055
2977,705875
1475,208437
963,997229
2463,2600969
1476,212405
2984,1242404
486,199192
4028,597195
2992,212542
490,2599543
3771,834127
3502,902648
491,351261
2243,1605257
2475,197863
4035,834235
2743,242461
229,861448
728,858806
3007,1726997
1501,855172
2491,1149663
3788,861066
991,313570
737,349556
2582,861210
2586,153124
3879,831269
346,996634
3345,1797907
1081,1662286
3605,483017
3607,212405
1847,858806
3346,242461
1087,758032
1346,310273
1344,848582
95,905273
1851,311372
3622,402131
1093,1720760
361,1244611
364,1190664
1099,283077
3116,835721
1611,1998774
850,198152
368,404408
2611,207850
1104,285032
1361,199123
1614,854878
110,314108
2617,311353
2620,904447
853,213468
597,1012745
373,153822
2624,311446
3902,207107
1624,311372
1116,483017
2626,751302
3378,1599852
861,834235
2127,1726335
116,153124
3384,861448
3133,200224
1125,314108
3135,238920
390,905273
2366,313306
119,310295
2371,311625
2372,349373
2140,199224
394,997229
3670,1791371
129,198371
3669,197730
130,904447
1649,834235
2905,197724
132,238920
3145,834127
3672,854878
2147,596928
3795,317573
2764,311353
247,836636
2255,1650143
3260,1149663
2257,310273
252,834127
1258,313570
1773,1809905
1772,596928
1005,314055
743,352317
3808,1490067
744,404443
2777,311913
6,1726335
2267,834127
1270,211199
3531,312840
1272,897612
2514,834127
1780,905273
1531,724891
3272,199206
2039,199224
753,1736863
262,863038
3276,902648
1535,391937
2281,1000124
265,1809905
1794,834127
2522,1923431
760,213169
762,861066
538,309012
1027,855172
276,310273
1029,1659595
1032,314231
279,792577
1547,1111641
1290,617314
2053,200329
36,309068
2537,903873
283,854878
1039,1233850
3558,153822
284,207772
2816,359385
2540,834127
2293,349373
286,1946836
3563,847734
3294,979485
2546,1658647
289,855642
1556,1149663
549,153124
3573,349373
1815,314266
2071,212448
2553,1091167
3061,485486
2827,483017
2306,578457
2074,314266
1309,404711
802,858747
1824,1149663
3069,197803
58,197854
3861,1736863
2563,616159
806,141927
3584,283077
65,1747577
67,855474
3073,312744
3587,1736547
1836,577348
1328,1010739
2318,200329
3079,1665497
3866,2625898
1062,1797907
328,404588
3082,1944704
3331,1665497
819,197854
2846,309844
3334,477367
1337,309952
2328,1014673
821,204509
1890,308192
2384,1791371
3408,213169
3922,997229
2648,643177
2150,848582
2387,314285
1658,208083
1145,200224
2654,1998774
3936,404443
1900,1149663
3939,197854
638,402092
1396,212405
1151,861570
3946,858607
3162,200224
1401,197730
420,596928
1906,705875
896,904447
3164,617314
2404,213307
2166,855172
1411,1543069
3168,477367
2928,402698
3436,1095229
1679,200224
2675,2055008
3957,856783
908,404443
3958,1665497
152,1304979
3959,207772
3441,1809905
661,153124
2417,861379
1693,404711
669,212448
1184,1049906
3187,352317
3726,705875
2691,310295
2191,1665497
2424,997229
3974,314285
3456,1741049
2947,1720760
3457,261315
1189,208104
2193,309844
1959,212542
677,1659292
2431,835603
2202,861448
2433,308192
3211,317573
1194,197381
184,854181
1968,153822
1447,858747
2956,308351
3215,857461
1449,848582
2440,212448
2706,359385
3216,596928
2209,1807894
1453,391937
2442,351761
1197,1608815
695,1242404
195,1734207
197,1738483
1200,992460
4005,153665
4008,349094
3750,402010
1206,866144
1469,313306
3755,857461
2722,992765
473,617314
709,979485
1471,311376
476,835726
4019,197527
2987,352317
4022,313090
1990,317573
480,603208
717,1149667
2988,834127
3768,596928
3237,859426
4024,1368960
3496,310346
2738,1726335
1996,905273
3776,207107
2996,103456
3780,855642
2476,724891
1746,197412
725,863671
3000,866042
1748,2280737
3244,858607
3003,242461
4042,212542
3246,314266
4048,197319
499,859426
730,1095229
1499,477347
2489,403818
2753,212542
2755,317573
2009,310273
2756,153579
1245,207331
3516,404588
3338,314266
2853,212542
2584,855642
342,207948
2588,207331
3097,966271
3614,897612
1602,1149663
93,308963
587,1665497
1348,834127
356,1362706
1349,1797907
837,1743941
103,198430
2603,1010739
1865,1807894
854,359385
2621,1726216
1115,310410
602,731568
115,313134
3648,1304979
3129,200224
3383,705875
606,809481
2892,1292459
2367,852813
2133,197304
2897,311625
871,310273
1883,596928
3397,238013
1382,578457
1648,1114202
1886,141859
2379,393245
998,1719000
2774,404408
1517,858747
3266,349556
512,607026
2264,312025
3526,213468
1265,200224
1781,351761
259,1149663
2038,207772
2037,197593
754,1114202
1021,1797907
533,349420
3282,903873
535,1149667
2527,197724
3831,311197
3832,1242231
30,310273
3833,854181
2800,1665497
3834,404711
1287,199245
3289,199192
1292,686924
281,198287
2817,596928
1298,1789958
3292,1376084
285,863038
2295,317094
287,1791597
3295,393245
2547,105467
1301,852813
294,861066
53,993466
3062,208681
2558,979468
3858,2612098
1819,153124
1308,153822
3578,834127
55,207331
3068,310273
803,993856
2559,978006
1823,616159
2564,317573
1827,1234995
2565,351261
2567,203088
63,1307431
2313,314266
808,833217
