label_id,source,source_product_name,source_product_id,source_label_url
8601,US,"ACYCLOVIR OINTMENT [GLENMARK PHARMACEUTICALS INC., USA]",149f4418-7668-4d34-a6f9-69bf3a9c5049.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?149f4418-7668-4d34-a6f9-69bf3a9c5049
8602,US,"GABAPENTIN CAPSULE [UNIT DOSE SERVICES]",1cee4f32-b1f6-4a8e-bcb1-64f4cdab7a2f.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?1cee4f32-b1f6-4a8e-bcb1-64f4cdab7a2f
8603,US,"GABAPENTIN CAPSULE [UNIT DOSE SERVICES]",55b856aa-2835-4b96-9e52-08c375179b4a.10,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?55b856aa-2835-4b96-9e52-08c375179b4a
8604,US,"GLIMEPIRIDE TABLET [PD-RX PHARMACEUTICALS, INC.]",1450f455-a14a-4f9b-b3aa-dae49ea0c186.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?1450f455-a14a-4f9b-b3aa-dae49ea0c186
8605,US,"CARISOPRODOL TABLET [A-S MEDICATION SOLUTIONS]",859d256c-86ad-4504-bc56-3f295d683e59.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?859d256c-86ad-4504-bc56-3f295d683e59
8606,US,"HYDROCHLOROTHIAZIDE TABLET [PREFERRED PHARMACEUTICALS INC.]",99f45e08-897d-44dd-b48d-aa6d78981f0c.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?99f45e08-897d-44dd-b48d-aa6d78981f0c
8607,US,"PREGABALIN CAPSULE [BRYANT RANCH PREPACK]",c7aa8c25-44e8-46d4-bd1d-fe2e05a51743.101,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c7aa8c25-44e8-46d4-bd1d-fe2e05a51743
8608,US,"ANASTROZOLE TABLET, FILM COATED [AVKARE]",a0c2672b-e07b-4f6c-e053-2a95a90a2e5d.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?a0c2672b-e07b-4f6c-e053-2a95a90a2e5d
8609,US,"CIPROFLOXACIN TABLET, FILM COATED [BRYANT RANCH PREPACK]",ad114052-9af5-c940-1ca2-0f0904c55eb6.20,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ad114052-9af5-c940-1ca2-0f0904c55eb6
8610,US,"LISINOPRIL TABLET [PREFERRED PHARMACEUTICALS, INC.]",7ac8b023-ea51-4019-a1dc-b55558db704c.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?7ac8b023-ea51-4019-a1dc-b55558db704c
8611,US,"BUDESONIDE SUSPENSION [A-S MEDICATION SOLUTIONS]",d406759d-4c02-4fc0-b513-56b303afca98.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?d406759d-4c02-4fc0-b513-56b303afca98
8612,US,"PENTAMIDINE ISETHIONATE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [HERITAGE PHARMACEUTICALS INC. D/B/A AVET PHARMACEUTICALS INC.]",5c14fbf2-e21f-44b3-b35c-06919d40d7e0.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?5c14fbf2-e21f-44b3-b35c-06919d40d7e0
8613,US,"MORPHINE SULFATE EXTENDED RELEASE (MORPHINE SULFATE) TABLET, FILM COATED, EXTENDED RELEASE [MAJOR PHARMACEUTICALS]",dbb37dfd-0196-45f7-b9ca-393f56cf1d28.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?dbb37dfd-0196-45f7-b9ca-393f56cf1d28
8614,US,"CELECOXIB CAPSULE [BRYANT RANCH PREPACK]",0d89c39e-4858-4255-9127-1366e005203c.103,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?0d89c39e-4858-4255-9127-1366e005203c
8615,US,"EPHEDRINE SULFATE INJECTION [CAPLIN STERILES LIMITED]",154ea3d0-d53f-4795-a43b-2f0eae9737f6.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?154ea3d0-d53f-4795-a43b-2f0eae9737f6
8616,US,"VALACYCLOVIR HYDROCHLORIDE TABLET, FILM COATED [BRYANT RANCH PREPACK]",4619bcc6-0070-4f3b-9cf9-900f3e5f7b19.103,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?4619bcc6-0070-4f3b-9cf9-900f3e5f7b19
8617,US,"TIZANIDINE TABLET [AVKARE]",150c131c-3dc5-8417-2dc0-d0d440fb1d34.7,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?150c131c-3dc5-8417-2dc0-d0d440fb1d34
8618,US,"DIAZEPAM TABLET [PD-RX PHARMACEUTICALS, INC.]",84cecab3-d0e6-436b-996b-0b598e972308.23,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?84cecab3-d0e6-436b-996b-0b598e972308
8619,US,"TAMSULOSIN HYDROCHLORIDE CAPSULE [QYK BRANDS LLC]",d6e4cf51-e8cb-08c4-e053-2a95a90aefd7.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?d6e4cf51-e8cb-08c4-e053-2a95a90aefd7
8620,US,"DICLOFENAC SODIUM DELAYED RELEASE (DICLOFENAC SODIUM) TABLET, DELAYED RELEASE [BRYANT RANCH PREPACK]",bced0ef0-085a-40db-9678-2bc6eb77d456.102,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?bced0ef0-085a-40db-9678-2bc6eb77d456
8621,US,"PHENTERMINE HYDROCHLORIDE CAPSULE [BRYANT RANCH PREPACK]",039db899-0f3c-4634-95ad-7fa915fe7043.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?039db899-0f3c-4634-95ad-7fa915fe7043
8622,US,"PANTOPRAZOLE SODIUM (PANTOPRAZOLE) TABLET, DELAYED RELEASE [DIRECT RX]",a7e7c1ab-3e75-1ff8-e053-2995a90a7539.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?a7e7c1ab-3e75-1ff8-e053-2995a90a7539
8623,US,"NEOSTIGMINE METHYLSULFATE INJECTION [HENRY SCHEIN, INC.]",5f540e86-2a56-4cc0-8f69-64f051830a3d.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?5f540e86-2a56-4cc0-8f69-64f051830a3d
8624,US,"ZOLPIDEM TARTRATE EXTENDED-RELEASE (ZOLPIDEM TARTRATE) TABLET, FILM COATED, EXTENDED RELEASE [A-S MEDICATION SOLUTIONS]",b7dd9153-61c4-463b-bab2-73c880a93643.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?b7dd9153-61c4-463b-bab2-73c880a93643
8625,US,"DULOXETINE (DULOXETINE) CAPSULE, DELAYED RELEASE DULOXETINE CAPSULE, DELAYED RELEASE [ASCLEMED USA, INC.]",f61bd9f3-cd3d-4c76-a110-0f1dcba610af.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?f61bd9f3-cd3d-4c76-a110-0f1dcba610af
8626,US,"RETACRIT (EPOETIN ALFA-EPBX) INJECTION, SOLUTION [VIFOR (INTERNATIONAL) INC.]",e6e4dd0c-25ca-40b2-ba6b-6138a68621fe.13,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?e6e4dd0c-25ca-40b2-ba6b-6138a68621fe
8627,US,"ATORVASTATIN CALCIUM TABLET, FILM COATED [DENTON PHARMA, INC. DBA NORTHWIND PHARMACEUTICALS]",bdc16768-08fa-91b1-e053-2a95a90a0652.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?bdc16768-08fa-91b1-e053-2a95a90a0652
8628,US,"METFORMIN HCL TABLET [PD-RX PHARMACEUTICALS, INC.]",235680e6-1c3e-45b8-902e-866583f1aef3.12,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?235680e6-1c3e-45b8-902e-866583f1aef3
8629,US,"DOXYCYCLINE INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [ZYDUS PHARMACEUTICALS USA INC.]",7ce80f6e-3c0d-4978-b626-5fd3f3ff349e.10,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?7ce80f6e-3c0d-4978-b626-5fd3f3ff349e
8630,US,"METHOCARBAMOL TABLET [QUALITY CARE PRODUCTS, LLC]",4bd1af30-fe1b-4007-bdc7-7c2b98519317.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?4bd1af30-fe1b-4007-bdc7-7c2b98519317
8631,US,"DEXAMETHASONE TABLET [ADVANCED RX PHARMACY OF TENNESSEE, LLC]",01cfaa3e-5e30-18fa-e063-6394a90a084e.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?01cfaa3e-5e30-18fa-e063-6394a90a084e
8632,US,"CEPHALEXIN CAPSULE [A-S MEDICATION SOLUTIONS]",ee0603a5-0758-4968-89e3-1aa95e9967f2.7,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ee0603a5-0758-4968-89e3-1aa95e9967f2
8633,US,"ZONISAMIDE CAPSULE [AUROBINDO PHARMA LIMITED]",ab0631ca-5339-4570-bc27-f1dd92de1d6f.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ab0631ca-5339-4570-bc27-f1dd92de1d6f
8634,US,"SANCUSO (GRANISETRON) PATCH [PHYSICIANS TOTAL CARE, INC.]",9aed2020-1827-4f13-99df-191c492c11f9.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?9aed2020-1827-4f13-99df-191c492c11f9
8635,US,"SERTRALINE HYDROCHLORIDE TABLET, FILM COATED [PREFERRED PHARMACEUTICALS INC.]",74cc51d3-a9d0-404f-943a-575dc18dceb7.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?74cc51d3-a9d0-404f-943a-575dc18dceb7
8636,US,"BUTALBITAL, ACETAMINOPHEN AND CAFFEINE TABLET [DIRECT RX]",c0a97823-63d5-43fa-862f-2acce3185681.8,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c0a97823-63d5-43fa-862f-2acce3185681
8637,US,"NEOSTIGMINE METHYLSULFATE (NEOSTIGMINE METHYLSULFATE) INJECTION, SOLUTION [FRESENIUS KABI USA, LLC",b0b509c3-8dc8-48cc-b7a8-16b93ad706c6.16,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?b0b509c3-8dc8-48cc-b7a8-16b93ad706c6
8638,US,"BACLOFEN TABLET [BRYANT RANCH PREPACK]",ff8e9fa8-5f06-4902-b1ac-a7fc09ccddbb.103,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ff8e9fa8-5f06-4902-b1ac-a7fc09ccddbb
8639,US,"RIDAURA (AURANOFIN) CAPSULE [SEBELA PHARMACEUTICALS INC.]",43ba3de1-ab2e-06f6-e054-00144ff8d46c.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?43ba3de1-ab2e-06f6-e054-00144ff8d46c
8640,US,"ROCURONIUM BROMIDE INJECTION, SOLUTION [HOSPIRA, INC.]",f01f9986-43f9-40e8-9506-11bfe78f9242.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?f01f9986-43f9-40e8-9506-11bfe78f9242
8641,US,"NALBUPHINE HYDROCHLORIDE INJECTION [SOMERSET THERAPEUTICS, LLC]",d82dafac-cce7-445a-8127-2a10b6d947ca.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?d82dafac-cce7-445a-8127-2a10b6d947ca
8642,US,"NITROFURANTOIN CAPSULE [MICRO LABS LIMITED]",d96098d0-3c2b-4e53-a3f0-3ebba81c4133.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?d96098d0-3c2b-4e53-a3f0-3ebba81c4133
8643,US,"ATENOLOL TABLET [TEVA PHARMACEUTICALS USA, INC.]",25a72ec9-de0f-44e5-90b8-da1aab0d3588.19,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?25a72ec9-de0f-44e5-90b8-da1aab0d3588
8644,US,"LIDOTHOL (LIDOCAINE HCL, MENTHOL) GEL [PREFERRED PHARMACEUTICALS INC.]",db7795f5-7131-4814-9ad7-3b5c583b6432.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?db7795f5-7131-4814-9ad7-3b5c583b6432
8645,US,"SIMCOR (SIMVASTATIN AND NIACIN) TABLET, FILM COATED, EXTENDED RELEASE [PHYSICIANS TOTAL CARE, INC.]",dd749fb9-e279-4958-9534-ad75a5b6754b.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?dd749fb9-e279-4958-9534-ad75a5b6754b
8646,US,"OMEPRAZOLE CAPSULE, DELAYED RELEASE [APHENA PHARMA SOLUTIONS - TENNESSEE, LLC]",e87d2206-9c06-438c-947b-10b29a879d7b.7,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?e87d2206-9c06-438c-947b-10b29a879d7b
8647,US,"TRETINOIN CREAM [A-S MEDICATION SOLUTIONS]",da206984-4ded-4d5c-8a23-323920466a5f.8,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?da206984-4ded-4d5c-8a23-323920466a5f
8648,US,"GLIMEPIRIDE TABLET [PD-RX PHARMACEUTICALS, INC.]",ed7a3a8e-97dd-4a5a-9497-001acfd2f1f0.18,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ed7a3a8e-97dd-4a5a-9497-001acfd2f1f0
8649,US,"PRAVASTATIN SODIUM TABLET [A-S MEDICATION SOLUTIONS]",833f3b8a-ec0d-4576-868a-d1412c9b300d.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?833f3b8a-ec0d-4576-868a-d1412c9b300d
8650,US,"MIEBO (PERFLUOROHEXYLOCTANE) SOLUTION [BAUSCH & LOMB INCORPORATED]",6b283c02-7df4-4c00-951b-555cddffe77c.10,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?6b283c02-7df4-4c00-951b-555cddffe77c
8651,US,"UROCIT-K (POTASSIUM CITRATE) TABLET, EXTENDED RELEASE [PHYSICIANS TOTAL CARE, INC.]",d2c923d5-85c1-4bbb-9f93-556080a5ef87.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?d2c923d5-85c1-4bbb-9f93-556080a5ef87
8652,US,"PEMETREXED INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [ACCORD HEALTHCARE INC.]",dfd19e67-54cb-c062-e053-2995a90a294a.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?dfd19e67-54cb-c062-e053-2995a90a294a
8653,US,"IBUPROFEN TABLET [QPHARMA INC]",1e50d4a4-8732-4e21-b7da-178961185021.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?1e50d4a4-8732-4e21-b7da-178961185021
8654,US,"OXCARBAZEPINE (OXCARBAZEPINE) SUSPENSION [NORTHSTAR RXLLC]",1746d95f-c529-45ba-a520-0c135e8edda8.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?1746d95f-c529-45ba-a520-0c135e8edda8
8655,US,"ARIPIPRAZOLE (ARIPIPRAZOLE) TABLET [AVPAK]",7df4c83e-13d8-25b1-57eb-08d26ba03565.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?7df4c83e-13d8-25b1-57eb-08d26ba03565
8656,US,"NITROFURANTOIN (NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)) CAPSULE [A-S MEDICATION SOLUTIONS]",2a772eb3-4fb3-4d92-b9f4-469dd2216361.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?2a772eb3-4fb3-4d92-b9f4-469dd2216361
8657,US,"ALENDRONATE (ALENDRONATE SODIUM) TABLET [HANGZHOU MINSHENG BINJIANG PHARMACEUTICAL CO., LTD.]",a24fd39c-34a7-4de2-9439-781e612189ca.26,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?a24fd39c-34a7-4de2-9439-781e612189ca
8658,US,"CEPHALEXIN POWDER, FOR SUSPENSION [CHARTWELL RX, LLC]",8a09bccd-1864-4dc3-9c31-6187d8e0fc99.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?8a09bccd-1864-4dc3-9c31-6187d8e0fc99
8659,US,"SERTRALINE HYDROCHLORIDE TABLET, FILM COATED [MEDVANTX, INC.]",c3162f51-f3d1-4269-8d56-e56dc9da43fd.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c3162f51-f3d1-4269-8d56-e56dc9da43fd
8660,US,"LEVETIRACETAM INJECTION [HIKMA PHARMACEUTICALS USA INC.]",097e5606-dd5e-4518-ab97-f71f68786444.10,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?097e5606-dd5e-4518-ab97-f71f68786444
8661,US,"SILDENAFIL TABLET [NORTHWIND PHARMACEUTICALS, LLC]",fa14cb6b-0fa8-0ba0-e053-6294a90afae3.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?fa14cb6b-0fa8-0ba0-e053-6294a90afae3
8662,US,"LEVETIRACETAM TABLET, FOR SUSPENSION [PRASCO LABORATORIES]",dd175fa3-1d7a-4542-affd-988ac5bba1db.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?dd175fa3-1d7a-4542-affd-988ac5bba1db
8663,US,"OMEGA-3-ACID ETHYL ESTERS (OMEGA-3-ACID ETHYL ESTERS) CAPSULE, LIQUID FILLED [A-S MEDICATION SOLUTIONS]",b11807f8-4301-4f91-8a7a-53226f945c49.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?b11807f8-4301-4f91-8a7a-53226f945c49
8664,US,"RUBRACA (RUCAPARIB) TABLET, FILM COATED [PHARMAAND GMBH]",0295d202-1cfe-7659-e063-6294a90a476e.18,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?0295d202-1cfe-7659-e063-6294a90a476e
8665,US,"OXYBUTYNIN CHLORIDE TABLET [MAJOR PHARMACEUTICALS]",7769ad3d-6228-4b2d-8f44-4efe990d3fad.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?7769ad3d-6228-4b2d-8f44-4efe990d3fad
8666,US,"IBUPROFEN TABLET, FILM COATED [AMNEAL PHARMACEUTICALS NY LLC]",e07d989d-1b0e-4cc1-abf2-93c8b208a29a.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?e07d989d-1b0e-4cc1-abf2-93c8b208a29a
8667,US,"DONEPEZIL HYDROCHLORIDE TABLET [BRYANT RANCH PREPACK]",385d2fb5-814c-44bd-ac7b-8857d18f144b.103,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?385d2fb5-814c-44bd-ac7b-8857d18f144b
8668,US,"DOXAZOSIN MESYLATE TABLET [STATE OF FLORIDA DOH CENTRAL PHARMACY]",b4095fd5-83cb-4789-964a-c921656b10a2.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?b4095fd5-83cb-4789-964a-c921656b10a2
8669,US,"KETOROLAC TROMETHAMINE SOLUTION [PROFICIENT RX LP]",c4598ce4-41fb-4cc9-8102-3a66a9bfa36a.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c4598ce4-41fb-4cc9-8102-3a66a9bfa36a
8670,US,"METOPROLOL TARTRATE TABLET, FILM COATED [APHENA PHARMA SOLUTIONS - TENNESSEE, LLC]",991b445a-8cdc-4b99-bfd4-7da833f3f5c7.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?991b445a-8cdc-4b99-bfd4-7da833f3f5c7
8671,US,"NORETHINDRONE AND ETHINYL ESTRADIOL KIT [NAARI PTE LIMITED]",9bd9119e-a874-41e2-ac58-b7f0d155d2fb.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?9bd9119e-a874-41e2-ac58-b7f0d155d2fb
8672,US,"CEFPODOXIME PROXETIL TABLET, FILM COATED [NUCARE PHARMACEUTICALS,INC.]",fe827f61-9336-72e7-e053-6394a90af75f.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?fe827f61-9336-72e7-e053-6394a90af75f
8673,US,"OCTREOTIDE ACETATE INJECTION, SOLUTION [MEITHEAL PHARMACEUTICALS, INC.]",01962c67-e551-47b6-a276-e1ae1860d2a4.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?01962c67-e551-47b6-a276-e1ae1860d2a4
8674,US,"DOXEPIN HYDROCHLORIDE CAPSULE [REMEDYREPACK INC.]",46be666a-fb9f-42a5-a55c-ea15fd5538c9.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?46be666a-fb9f-42a5-a55c-ea15fd5538c9
8675,US,"MOXIFLOXACIN HYDROCHLORIDE TABLET, FILM COATED [PD-RX PHARMACEUTICALS, INC.]",18b77b31-baf3-416f-b3b7-a631c8e46d20.18,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?18b77b31-baf3-416f-b3b7-a631c8e46d20
8676,US,"CHLOROPROCAINE HCI INJECTION, SOLUTION [HF ACQUISITION CO LLC, DBA HEALTHFIRST]",94d13f48-fbc6-67b4-e053-2995a90a791b.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?94d13f48-fbc6-67b4-e053-2995a90a791b
8677,US,"VENLAFAXINE HYDROCHLORIDE (VENLAFAXINE ) TABLET, EXTENDED RELEASE [RISING PHARMA HOLDINGS, INC.]",074f4478-e81b-45a2-ae85-ffd27bed940f.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?074f4478-e81b-45a2-ae85-ffd27bed940f
8678,US,"ALMOTRIPTAN MALATE TABLET, FILM COATED [TEVA PHARMACEUTICALS USA, INC.]",c41a4579-9db0-402b-81b1-0adf5b3978c3.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c41a4579-9db0-402b-81b1-0adf5b3978c3
8679,US,"NORTRIPTYLINE HYDROCHLORIDE CAPSULE [REMEDYREPACK INC.]",c1ca825b-4cdb-4ca6-8010-b1ff6245b439.9,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c1ca825b-4cdb-4ca6-8010-b1ff6245b439
8680,US,"AMPICILLIN AND SULBACTAM (AMPICILLIN SODIUM AND SULBACTAM SODIUM) INJECTION, POWDER, FOR SOLUTION [NORTHSTAR RX, LLC]",5e8d35cb-e93d-42ad-a02c-0dbf04910f61.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?5e8d35cb-e93d-42ad-a02c-0dbf04910f61
8681,US,"DIGOXIN INJECTION [CARDINAL HEALTH 107, LLC]",6aba2b38-5de0-4813-9775-39d87613893d.13,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?6aba2b38-5de0-4813-9775-39d87613893d
8682,US,"VENLAFAXINE TABLET [DIRECT_RX]",8ff1a5fc-93f8-5782-e053-2a95a90a1785.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?8ff1a5fc-93f8-5782-e053-2a95a90a1785
8683,US,"CLORAZEPATE DIPOTASSIUM TABLET [PD-RX PHARMACEUTICALS, INC.]",6442448e-aa40-40c9-a117-2e689aa5321c.13,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?6442448e-aa40-40c9-a117-2e689aa5321c
8684,US,"PHENAZOPYRIDINE HCL TABLET [DIRECT_RX]",10cd6fad-1923-ad00-e063-6394a90a9554.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?10cd6fad-1923-ad00-e063-6394a90a9554
8685,US,"KETOROLAC TROMETHAMINE TABLET, FILM COATED [PROFICIENT RX LP]",f5170993-81a9-4eb7-95ac-60697a5ee1d7.7,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?f5170993-81a9-4eb7-95ac-60697a5ee1d7
8686,US,"DILTIAZEM HYDROCHLORIDE CAPSULE, EXTENDED RELEASE [INGENUS PHARMACEUTICALS, LLC]",355f560a-8ebb-4661-ad74-2a22f707d7f8.5,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?355f560a-8ebb-4661-ad74-2a22f707d7f8
8687,US,"LISINOPRIL AND HYDROCHLOROTHIAZIDE TABLET [STAT RX USA LLC]",8ed7f3a4-e03c-4121-89d7-57b8764779b2.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?8ed7f3a4-e03c-4121-89d7-57b8764779b2
8688,US,"DEXAMETHASONE SODIUM PHOSPHATE (DEXAMETHASONE SODIUM PHOSPHATE) INJECTION, SOLUTION [MICRO LABS LIMITED]",c6f2563b-5a39-48bf-bcfe-71dd417bd970.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?c6f2563b-5a39-48bf-bcfe-71dd417bd970
8689,US,"CLINDAMYCIN HYDROCHLORIDE CAPSULE [PHYSICIANS TOTAL CARE, INC.]",ab528098-e7c1-4f92-acb2-b664320a95a1.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ab528098-e7c1-4f92-acb2-b664320a95a1
8690,US,"ACYCLOVIR TABLET [BLENHEIM PHARMACAL, INC.]",2765bc8d-787f-4a04-b120-b6fbb086dba9.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?2765bc8d-787f-4a04-b120-b6fbb086dba9
8691,US,"LISINOPRIL TABLET [APHENA PHARMA SOLUTIONS - TENNESSEE, LLC]",f0a98d25-73c8-4242-821f-19a7de50d89c.2,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?f0a98d25-73c8-4242-821f-19a7de50d89c
8692,US,"CYPROHEPTADINE HYDROCHLORIDE TABLET [A-S MEDICATION SOLUTIONS]",7e156e5e-e4cc-420b-8f1a-af123eaa9156.4,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?7e156e5e-e4cc-420b-8f1a-af123eaa9156
8693,US,"OLMESARTAN MEDOXOMIL TABLET, COATED [REMEDYREPACK INC.]",92969ed0-8dcd-4c6d-b0c4-e8469c2f65a9.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?92969ed0-8dcd-4c6d-b0c4-e8469c2f65a9
8694,US,"PREGABALIN CAPSULE PREGABALIN SOLUTION [GREENSTONE LLC]",ebe34db4-816d-4f0a-adbb-826693662754.11,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ebe34db4-816d-4f0a-adbb-826693662754
8695,US,"ABIRATERONE ACETATE TABLET, FILM COATED ABIRATERONE ACETATE TABLET [MYLAN PHARMACEUTICALS INC.]",fe02db79-fa04-441f-b514-70bd74af6624.8,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?fe02db79-fa04-441f-b514-70bd74af6624
8696,US,"GABAPENTIN CAPSULE [AIDAREX PHARMACEUTICALS LLC]",04a0c58c-dddf-462d-96e6-9317161ea496.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?04a0c58c-dddf-462d-96e6-9317161ea496
8697,US,"DIETHYLPROPION HYDROCHLORIDE TABLET [UNIT DOSE SERVICES]",31b58e5e-60af-4466-bd20-4b648e867e64.3,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?31b58e5e-60af-4466-bd20-4b648e867e64
8698,US,"BENAZEPRIL HYDROCHLORIDE TABLET, COATED [PROFICIENT RX LP]",ebdf5144-752d-456f-b46d-19cbba0bc3d7.6,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?ebdf5144-752d-456f-b46d-19cbba0bc3d7
8699,US,"LURASIDONE HYDROCHLORIDE TABLET, FILM COATED [A-S MEDICATION SOLUTIONS]",3cd2da15-4d51-4e5c-b683-1936dc19e234.1,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?3cd2da15-4d51-4e5c-b683-1936dc19e234
8700,US,"TRIAMTERENE AND HYDROCHLOROTHIAZIDE TABLET [A-S MEDICATION SOLUTIONS]",27b8f965-d73f-411c-aae6-bcae6e281113.7,https://dailymed.nlm.nih.gov/dailymed/lookup.cfm?27b8f965-d73f-411c-aae6-bcae6e281113
